Player,gp,goals,assists,points,plusminus,PIM,pointShares,evenStrengthG,powerPlayG,shortHandG,gameWinningG,evenStrengthA,powerPlayA,shortHandA,shots,TOI,blocks,hits,foWins,foLosses,CorsiFor,CorsiAgainst,FenwickFor,FenwickAgainst,oiSHperc,oiSVperc,oZSperc,dZSperc,takeaways,giveaways,shotAttempts,thruperc,shotPerc,averageTOI,foPerc,CorsiPerc,FenwickPerc,PDO
Steve Wagner\wagnest01,46,4,8,12,-9,26,2,3,1,0,0,5,3,0,41,787,35,60,0,0,493,569,391,457,8.15,91.05,51.7,48.3,7,23,105,38.650000000000006,0.0975609756097561,17.108695652173914,NaN,0.4642184557438795,0.46108490566037735,99.2
Steve Yzerman*\yzermst01,61,14,20,34,8,18,3.6,10,4,0,3,13,7,0,86,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16279069767441862,12.770491803278688,NaN,NaN,NaN,0
Steven Fogarty\fogarst01,18,0,0,0,-2,2,-0.30000000000000004,0,0,0,0,0,0,0,12,131,7,12,14,22,91,123,62,91,1.0999999999999999,95.96666666666667,50.93333333333334,49.06666666666666,6,6,17,60.6,0,7.277777777777778,0.3888888888888889,0.4252336448598131,0.40522875816993464,97.06666666666666
Steven Goertzen\goertst01,68,2,2,4,-21,83,-1.2,2,0,0,0,2,0,0,43,571,7,44,1,1,136,161,105,121,1.925,45,17.675,32.325,8,2,28,26.325,0.046511627906976744,8.397058823529411,0.5,0.45791245791245794,0.4646017699115044,46.925
Steven Kampfer\kampfst01,211,13,21,34,-4,106,7.2,12,1,0,2,13,8,0,253,3330,281,308,1,1,2791,2797,2112,2093,7.1625000000000005,92.5,52.7,47.3,43,54,543,46.3375,0.05138339920948617,15.781990521327014,0.5,0.49946313528990693,0.5022592152199762,99.6625
Steven Oleksy\oleksst01,73,3,17,20,17,110,4.7,3,0,0,1,17,0,0,64,1151,119,126,0,0,944,991,689,717,7,90.5,54.525000000000006,45.474999999999994,14,27,160,42.675,0.046875,15.767123287671232,NaN,0.4878552971576227,0.4900426742532006,97.5
Steven Santini\santist01,116,5,16,21,-9,55,4.5,5,0,0,0,15,0,1,145,2025,153,279,0,1,1313,1816,1025,1323,18.22,92.76,44.44,55.56,14,34,240,66.06,0.034482758620689655,17.45689655172414,0,0.41962288271013104,0.436541737649063,110.98
Steven Stamkos\stamkst01,803,422,410,832,44,499,108.5,262,155,5,61,266,142,2,2498,15561,346,868,4727,4870,11706,11171,8668,8476,11.358333333333333,90.11666666666667,56.05,43.958333333333336,399,461,4570,54.425,0.1689351481184948,19.378580323785805,0.49254975513181204,0.5116929667351489,0.5055996266915539,101.47500000000001
Steven Zalewski\zalewst01,10,0,0,0,-4,0,-0.30000000000000004,0,0,0,0,0,0,0,9,99,2,12,24,25,59,69,47,58,0,89.05,52.85,47.15,3,1,10,87.5,0,9.9,0.4897959183673469,0.4609375,0.44761904761904764,89.05
Stu Barnes\barnest01,239,40,44,84,4,110,7,36,1,3,8,36,3,5,312,3681,25,14,343,284,591,668,434,520,2.8000000000000003,30.2,11.566666666666668,21.766666666666666,62,29,139,17.033333333333335,0.1282051282051282,15.401673640167363,0.5470494417862839,0.4694201747418586,0.4549266247379455,33
Stu Bickel\bickest01,76,0,10,10,1,203,1.9000000000000001,0,0,0,0,9,0,1,27,669,67,91,1,0,493,579,374,392,7.933333333333334,92.13333333333334,47.03333333333333,52.96666666666667,7,16,66,44.43333333333333,0,8.802631578947368,1,0.45988805970149255,0.48825065274151436,100.06666666666668
Stuart Percy\percyst01,12,0,3,3,-6,2,0.1,0,0,0,0,1,2,0,14,202,16,18,0,0,135,175,94,124,3.4,89.19999999999999,47.3,52.7,8,13,29,37.1,0,16.833333333333332,NaN,0.43548387096774194,0.43119266055045874,92.6
Sven Andrighetto\andrisv01,216,31,52,83,-3,42,7.6,25,6,0,3,43,9,0,360,2809,93,183,23,42,2331,2256,1676,1648,9.1,92.22,56.56,43.44,73,57,655,55.26,0.08611111111111111,13.00462962962963,0.35384615384615387,0.5081752779594506,0.5042117930204573,101.32
Sven Baertschi\baertsv01,291,66,72,138,-33,78,14.5,51,15,0,8,52,20,0,437,4166,138,171,4,10,3055,3547,2262,2625,8.922222222222222,90.93333333333334,50.888888888888886,49.111111111111114,126,92,740,59.53333333333333,0.15102974828375287,14.316151202749142,0.2857142857142857,0.4627385640714935,0.46286065070595456,99.85555555555555
Sven Butenschön\butensv01,8,0,0,0,1,10,0.2,0,0,0,0,0,0,0,4,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.125,NaN,NaN,NaN,0
T.J. Brennan\brenntj01,53,5,8,13,-22,29,1.1,4,1,0,0,4,4,0,78,846,48,60,0,0,706,686,522,535,5.425000000000001,88.45,59.7,40.3,16,17,192,42.074999999999996,0.0641025641025641,15.962264150943396,NaN,0.507183908045977,0.4938505203405866,93.875
T.J. Brodie\broditj01,634,48,218,266,14,194,48.2,35,10,3,12,156,55,7,768,14315,915,264,0,1,10782,10433,7854,7663,8.25,90.55,47.74,52.26,424,617,1807,40.64,0.0625,22.5788643533123,0,0.5082253122790479,0.5061545401817361,98.8
T.J. Galiardi\galiatj01,321,44,61,105,-32,136,7,38,3,3,6,54,3,4,512,4723,165,401,427,519,3408,3711,2561,2758,6.985714285714286,90.45714285714286,50.128571428571426,49.871428571428574,190,99,934,53.44285714285714,0.0859375,14.713395638629283,0.4513742071881607,0.4787189211967973,0.48148148148148145,97.44285714285714
T.J. Hensick\hensitj01,112,12,26,38,-16,18,2.5,7,5,0,1,17,9,0,193,1343,30,21,366,443,946,1142,729,842,8.975,88.975,54.325,45.675,48,36,305,64.575,0.06217616580310881,11.991071428571429,0.45241038318912236,0.45306513409961685,0.464035646085296,97.94999999999999
T.J. Oshie\oshietj01,803,238,329,567,126,402,67.2,163,66,9,40,222,99,8,1660,14907,567,1201,800,930,10791,10020,8186,7326,10.1,91.16666666666667,50.81666666666666,49.18333333333334,590,333,3006,54.94166666666667,0.14337349397590363,18.564134495641344,0.4624277456647399,0.5185238575753207,0.527720474471377,101.26666666666667
T.J. Tynan\tynant.01,19,0,1,1,-2,2,-0.30000000000000004,0,0,0,0,1,0,0,10,158,4,8,3,15,107,115,75,80,2,92.80000000000001,46.4,53.6,5,0,20,48.349999999999994,0,8.31578947368421,0.16666666666666666,0.481981981981982,0.4838709677419355,94.80000000000001
Tage Thompson\thompta01,107,10,11,21,-34,32,-0.1,9,1,0,0,10,1,0,163,1284,18,107,11,19,1066,1134,806,877,3,94.06666666666666,54.9,45.1,45,43,320,33.800000000000004,0.06134969325153374,12,0.36666666666666664,0.48454545454545456,0.47890671420083186,97.06666666666666
Tanner Fritz\fritzta01,42,3,5,8,-6,10,-0.1,3,0,0,0,5,0,0,33,513,32,77,64,85,419,504,290,362,4.75,91.7,46.1,53.9,5,9,61,51.25,0.09090909090909091,12.214285714285714,0.42953020134228187,0.4539544962080173,0.4447852760736196,96.45
Tanner Glass\glassta01,527,24,45,69,-55,658,-2.1,23,1,0,2,45,0,0,413,5407,244,1454,109,166,3428,4755,2595,3448,5.027272727272727,93.71818181818182,40.06363636363636,59.93636363636364,56,76,694,62.70909090909091,0.05811138014527845,10.259962049335863,0.39636363636363636,0.4189172675058047,0.42942247228197916,98.74545454545455
Tanner Kero\kerota01,72,8,14,22,14,10,2.1999999999999997,8,0,0,0,14,0,0,93,935,68,63,299,371,733,835,546,588,9.4,93.56666666666666,46.43333333333333,53.56666666666667,25,16,152,63.96666666666667,0.08602150537634409,12.98611111111111,0.4462686567164179,0.4674744897959184,0.48148148148148145,102.96666666666667
Tanner Pearson\pearsta01,457,108,107,215,24,132,24.6,90,15,3,21,86,19,2,914,6848,200,649,68,97,5692,5080,4256,3824,8.628571428571428,91.7,52.84285714285714,47.15714285714286,162,156,1643,54.97142857142857,0.11816192560175055,14.98468271334792,0.4121212121212121,0.5284069810620127,0.5267326732673268,100.32857142857144
Tanner Richard\richata01,3,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,1,38,2,6,13,17,28,25,23,19,0,80,47.1,52.9,2,1,3,33.3,0,12.666666666666666,0.43333333333333335,0.5283018867924528,0.5476190476190477,80
Taro Hirose\hirosta01,36,3,11,14,-12,8,0.5,3,0,0,1,5,6,0,36,479,25,14,1,5,288,395,221,286,8,90.9,48.5,51.5,11,27,61,61,0.08333333333333333,13.305555555555555,0.16666666666666666,0.4216691068814056,0.4358974358974359,98.9
Taylor Beck\beckta01,92,11,12,23,-9,32,1.5,8,3,0,3,11,1,0,131,1149,39,89,11,9,826,917,616,676,2.94,92.72,53.98,46.019999999999996,19,19,236,44.18,0.08396946564885496,12.48913043478261,0.55,0.4738955823293173,0.47678018575851394,95.66
Taylor Chorney\chornta01,166,4,18,22,-6,56,4.3,3,1,0,2,14,3,1,115,2420,220,158,0,0,1715,2231,1296,1687,7.5125,92.1,51.8125,48.1875,32,97,272,35.55,0.034782608695652174,14.578313253012048,NaN,0.43461733400912317,0.4344619510559839,99.6125
Taylor Fedun\fedunta01,127,8,27,35,7,44,7.7,8,0,0,0,19,7,1,176,1770,121,50,0,0,1511,1399,1118,1020,8.585714285714285,92.64285714285714,50.07142857142857,49.92857142857143,25,65,336,NA,0.045454545454545456,13.937007874015748,NaN,0.5192439862542956,0.5229186155285314,101.22857142857143
Taylor Hall\hallta02,627,218,345,563,-42,350,65.1,153,64,1,37,245,99,1,2102,11971,352,519,316,391,9594,9343,7161,7072,9.6,89.69,54.82,45.18,482,569,3634,57.29,0.10371075166508087,19.09250398724083,0.44695898161244696,0.5066272376828431,0.5031265369212393,99.28999999999999
Taylor Leier\leierta01,55,2,5,7,-8,10,-0.4,2,0,0,0,5,0,0,58,546,22,19,3,3,386,398,284,294,4.033333333333333,93.93333333333334,50.13333333333333,49.86666666666667,16,2,89,52,0.034482758620689655,9.927272727272728,0.5,0.4923469387755102,0.4913494809688581,97.96666666666667
Taylor Pyatt\pyattta01,592,104,90,194,14,293,18.4,83,21,0,19,78,12,0,944,8134,233,710,51,72,4824,5391,3683,4090,5.811111111111111,72.46666666666667,36.55555555555556,41.22222222222222,143,86,1187,47.22222222222222,0.11016949152542373,13.739864864864865,0.4146341463414634,0.4722466960352423,0.4738196320596938,78.27777777777779
Teddy Blueger\bluegte01,97,15,17,32,9,40,2.7,14,0,1,3,13,0,4,135,1401,49,135,443,540,876,863,630,642,8.3,93.15,34.4,65.6,35,29,208,64.85,0.1111111111111111,14.443298969072165,0.4506612410986775,0.503737780333525,0.49528301886792453,101.45
Teddy Purcell\purcete01,571,101,206,307,-45,102,28.1,73,28,0,14,128,77,1,1083,8861,95,178,37,88,6907,6595,5155,5007,8.25,91.51,53.519999999999996,46.480000000000004,244,230,1941,54.04,0.09325946445060018,15.518388791593695,0.296,0.5115538438749815,0.5072820310962409,99.76
Teemu Hartikainen\hartite01,52,6,7,13,-10,16,0.6000000000000001,4,2,0,1,4,3,0,66,673,20,77,11,23,481,556,349,410,4.333333333333333,92.66666666666667,50.53333333333333,49.46666666666667,14,12,120,56.266666666666666,0.09090909090909091,12.942307692307692,0.3235294117647059,0.46383799421407906,0.4598155467720685,97
Teemu Laakso\laakste01,17,0,0,0,-3,10,-0.1,0,0,0,0,0,0,0,9,183,12,14,0,0,122,193,84,148,3.3666666666666667,96.36666666666666,NA,NA,1,9,21,30.666666666666668,0,10.764705882352942,NaN,0.3873015873015873,0.3620689655172414,99.73333333333332
Teemu Pulkkinen\pulkkte01,83,13,9,22,5,32,2.6,11,2,0,3,6,3,0,146,918,15,14,0,2,755,595,555,443,6.4,94.25,62.475,37.525,16,22,298,49.425,0.08904109589041095,11.060240963855422,0,0.5592592592592592,0.5561122244488977,100.65
Teemu Selanne*\selante01,572,232,274,506,62,325,63.4,117,115,0,40,157,117,0,1600,9755,78,99,578,633,4819,4917,3698,3809,7.022222222222222,71.93333333333334,42,35.77777777777778,152,266,1751,47.766666666666666,0.145,17.054195804195803,0.4772914946325351,0.4949671322925226,0.4926069002264553,78.95555555555556
Teppo Numminen\nummite01,212,6,80,86,19,90,13.4,5,1,0,1,42,37,1,164,4120,47,12,0,0,729,777,563,597,1.8,47.85,27.75,22.25,14,23,80,23.4,0.036585365853658534,19.433962264150942,NaN,0.48406374501992033,0.4853448275862069,49.65
Teuvo Teravainen\teravte01,428,91,198,289,54,72,30.4,65,24,2,11,124,66,8,909,7148,153,142,419,535,5803,4685,4335,3606,7.4,92.82857142857142,56.542857142857144,43.457142857142856,247,249,1640,56.55714285714286,0.1001100110011001,16.700934579439252,0.4392033542976939,0.5532990083905416,0.5459010200226672,100.22857142857143
Theo Peckham\peckhth01,160,4,13,17,-15,388,3.7,4,0,0,0,13,0,0,85,2730,246,375,0,0,1828,2361,1317,1752,7.3500000000000005,92.46666666666667,43.93333333333334,56.06666666666666,52,119,219,33.15,0.047058823529411764,17.0625,NaN,0.43638099785151585,0.4291300097751711,99.81666666666666
Thomas Chabot\chaboth01,205,29,90,119,-44,88,15.5,27,1,1,2,56,34,0,466,4656,261,195,0,0,3734,3856,2719,2863,7.35,85.3,53.35,46.65,100,196,945,49.85,0.06223175965665236,22.71219512195122,NaN,0.4919631093544137,0.48710139734862057,92.64999999999999
Thomas Di Pauli\dipauth01,2,0,0,0,-3,10,-0.1,0,0,0,0,0,0,0,2,12,1,4,0,0,13,16,10,11,0,66.7,71.4,28.6,0,0,3,66.7,0,6,NaN,0.4482758620689655,0.47619047619047616,66.7
Thomas Hickey\hicketh01,449,22,93,115,35,190,23.2,22,0,0,6,84,4,4,494,8135,689,486,1,1,6786,6827,4975,4983,8.857142857142858,91.85714285714286,50.17142857142857,49.82857142857143,143,300,1172,42.01428571428571,0.044534412955465584,18.11804008908686,0.5,0.4984940865349298,0.4995983129142398,100.71428571428572
Thomas Pock\pockth01,112,6,7,13,-26,55,1.8,6,0,0,0,4,2,1,144,1604,62,54,0,0,606,716,441,517,1.05,37.8,27.55,22.45,24,20,128,22.775,0.041666666666666664,14.321428571428571,NaN,0.4583963691376702,0.4603340292275574,38.849999999999994
Thomas Vanek\vanekth01,1029,373,416,789,5,547,95.8,233,137,3,56,285,131,0,2609,16774,187,384,87,151,10423,10960,7838,8398,8.607142857142858,77.75714285714285,50.957142857142856,34.75714285714286,350,535,3586,51.50714285714286,0.14296665389037946,16.301263362487852,0.36554621848739494,0.4874432960763223,0.48275437299827545,86.36428571428571
Tie Domi\domiti01,77,5,11,16,-10,109,0.3,4,1,0,0,11,0,0,67,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07462686567164178,9.727272727272727,NaN,NaN,NaN,0
Tim Brent\brentti01,207,21,27,48,-21,76,3.1,16,3,2,4,16,10,1,171,2213,107,207,824,798,1311,1674,948,1230,NA,68.11428571428571,38.871428571428574,46.84285714285714,45,36,279,NA,0.12280701754385964,10.690821256038648,0.5080147965474723,0.4391959798994975,0.43526170798898073,NA
Tim Conboy\conboti01,59,0,6,6,-5,121,0.09999999999999992,0,0,0,0,6,0,0,34,334,8,54,0,0,269,285,213,218,5.566666666666666,86.16666666666667,52.1,47.9,7,4,54,61.833333333333336,0,5.661016949152542,NaN,0.4855595667870036,0.494199535962877,91.73333333333333
Tim Connolly\connoti01,372,85,201,286,8,148,27.6,52,30,3,22,119,77,5,799,6673,248,111,1623,1877,3838,3781,2864,2875,6.828571428571428,64.91428571428571,37.77142857142857,33.65714285714286,121,194,1202,41.2,0.10638297872340426,17.938172043010752,0.4637142857142857,0.5037406483790524,0.4990416448858686,71.74285714285713
Tim Erixon\erixoti01,93,2,12,14,-3,38,2.9,1,1,0,0,6,6,0,67,1389,83,70,0,0,1046,1127,780,873,13,92.45,52.875,47.125,9,24,172,37.45,0.029850746268656716,14.935483870967742,NaN,0.48136217211228716,0.47186932849364793,105.45
Tim Gleason\gleasti01,680,17,118,135,-38,680,25.4,14,2,1,0,97,12,9,661,13033,862,1221,0,0,8103,8915,5980,6752,6.109999999999999,73.47,35.97,44.03,142,221,1177,35.41,0.025718608169440244,19.166176470588237,NaN,0.4761429075096956,0.4696826892868363,79.58
Tim Heed\heedti01,105,6,23,29,-1,20,5.1,3,3,0,2,17,6,0,137,1507,98,40,0,1,1271,1061,897,761,6.675,91.8,60.8,39.2,37,61,317,39.15,0.043795620437956206,14.352380952380953,0,0.5450257289879932,0.5410132689987938,98.475
Tim Jackman\jackmti01,464,31,41,72,-59,790,1.4999999999999998,29,1,1,2,38,3,0,571,4198,176,878,56,66,3350,3599,2521,2577,3.827272727272727,73.05454545454545,36.43636363636364,45.38181818181818,122,67,961,52.61818181818182,0.0542907180385289,9.047413793103448,0.45901639344262296,0.48208375305799395,0.4945076500588466,76.88181818181818
Tim Kennedy\kenneti01,162,15,24,39,-17,60,1.9000000000000001,14,1,0,5,23,1,0,189,1996,62,232,229,396,1607,1720,1223,1305,3.966666666666667,94.65,50.56666666666666,49.45,67,56,292,64.95,0.07936507936507936,12.320987654320987,0.3664,0.4830177336940186,0.4837816455696203,98.61666666666667
Tim Ramholt\ramhoti01,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,1,NA,0,NA,NA,0,1,0,1,NA,0,NA,NA,0,0,NA,NA,NaN,1,NA,0,0,NA
Tim Schaller\schalti01,276,29,28,57,-29,92,2.8000000000000003,24,0,5,3,28,0,0,352,3273,166,379,226,316,2277,2580,1717,1878,6.333333333333333,91.86666666666667,38.31666666666666,61.68333333333333,84,67,575,63.53333333333333,0.08238636363636363,11.858695652173912,0.41697416974169743,0.4688079061148857,0.4776077885952712,98.2
Tim Sestito\sestiti01,101,0,8,8,-11,55,-0.8,0,0,0,0,8,0,0,63,996,42,179,259,310,594,685,448,501,5.185714285714286,94.11428571428571,NA,NA,16,22,115,61.114285714285714,0,9.861386138613861,0.45518453427065025,0.46442533229085226,0.4720758693361433,99.3
Tim Stapleton\staplti01,118,19,18,37,-14,24,3.3,13,6,0,4,11,7,0,133,1270,44,46,229,253,979,1052,756,741,5.15,92.1,51.275,48.725,40,20,215,59.8,0.14285714285714285,10.76271186440678,0.475103734439834,0.48202855736090594,0.5050100200400801,97.25
Tim Taylor\tayloti01,153,8,11,19,-17,38,-0.7,8,0,0,1,11,0,0,168,1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619047619047616,10.34640522875817,NaN,NaN,NaN,0
Tim Wallace\wallati01,101,4,9,13,-13,45,-0.3,4,0,0,1,9,0,0,64,894,18,234,22,34,634,738,451,534,NA,93.6,45.339999999999996,54.660000000000004,21,13,111,NA,0.0625,8.851485148514852,0.39285714285714285,0.4620991253644315,0.4578680203045685,NA
Timo Helbling\helblti01,11,0,1,1,-4,8,-0.1,0,0,0,0,1,0,0,2,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.636363636363637,NaN,NaN,NaN,0
Timo Meier\meierti01,263,76,81,157,-10,158,16.4,65,11,0,9,68,12,1,744,4162,131,423,96,130,3751,3159,2745,2326,8.675,89.425,51.875,48.125,160,137,1302,56.9,0.10215053763440861,15.82509505703422,0.4247787610619469,0.5428364688856729,0.5413133504239795,98.1
Timofei Shishkanov\shishti01,22,3,2,5,-1,6,0.5,3,0,0,0,2,0,0,26,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11538461538461539,8.454545454545455,NaN,NaN,NaN,0
Timothy Gettinger\gettiti01,6,0,1,1,1,0,0.1,0,0,0,0,1,0,0,5,47,4,20,0,2,33,45,30,32,9.4,96.9,61.150000000000006,38.849999999999994,0,3,11,46.65,0,7.833333333333333,0,0.4230769230769231,0.4838709677419355,106.30000000000001
Timothy Liljegren\liljeti01,11,0,1,1,-5,2,-0.2,0,0,0,0,1,0,0,2,113,10,8,0,0,68,86,47,69,8.1,81.4,54.1,45.9,0,6,9,22.2,0,10.272727272727273,NaN,0.44155844155844154,0.4051724137931034,89.5
Tobias Bjornfot\bjornto01,3,0,0,0,-4,0,-0.3,0,0,0,0,0,0,0,0,39,0,0,0,0,22,38,15,29,0,78.9,37.9,62.1,0,0,0,NA,NaN,13,NaN,0.36666666666666664,0.3409090909090909,78.9
Tobias Lindberg\lindbto01,6,0,2,2,0,4,0.1,0,0,0,0,2,0,0,12,95,1,10,0,3,78,77,52,65,9.4,93.5,58,42,2,2,25,48,0,15.833333333333334,0,0.5032258064516129,0.4444444444444444,102.9
Tobias Rieder\riedeto01,434,59,79,138,-80,50,7.9,48,6,5,3,61,15,3,816,6621,229,396,53,118,4933,5422,3631,4059,5.95,91.58333333333333,46.78333333333333,53.21666666666667,175,65,1443,56.66666666666667,0.07230392156862746,15.255760368663594,0.30994152046783624,0.47638821825205213,0.47217165149544865,97.53333333333333
Toby Enstrom\enstrto01,719,54,254,308,5,422,50.800000000000004,30,22,2,7,139,110,5,819,16363,1060,267,2,1,11349,11307,8572,8604,9.145454545454546,91.18181818181819,50.24545454545454,49.75454545454546,171,371,1748,45.93636363636364,0.06593406593406594,22.75799721835883,0.6666666666666666,0.500926906779661,0.4990684676292501,100.32727272727273
Toby Petersen\peterto01,307,23,32,55,-28,42,1.4000000000000001,18,0,5,1,30,2,0,390,3349,130,245,276,351,1705,1895,1343,1415,5.0285714285714285,79.27142857142857,43.92857142857143,41.785714285714285,69,72,456,45.68571428571429,0.05897435897435897,10.908794788273616,0.44019138755980863,0.4736111111111111,0.48694706308919505,84.3
Todd Bertuzzi\bertuto01,531,116,196,312,-28,567,28.5,81,35,0,16,140,56,0,1053,8901,119,513,114,135,5355,4927,4140,3908,7.166666666666667,70.62222222222222,44.28888888888889,33.48888888888889,144,299,1335,48.41111111111111,0.11016144349477683,16.76271186440678,0.4578313253012048,0.5208130713868897,0.51441351888668,77.78888888888889
Todd Fedoruk\fedorto01,325,22,47,69,-22,559,3.2,20,2,0,1,45,2,0,234,2999,45,256,6,15,1251,1586,970,1250,4.54,55,25.700000000000003,34.3,17,41,225,35.1,0.09401709401709402,9.227692307692308,0.2857142857142857,0.44095875925273176,0.4369369369369369,59.54
Todd Harvey\harveto01,63,5,2,7,-7,32,0.1,5,0,0,0,2,0,0,45,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,7.555555555555555,NaN,NaN,NaN,0
Todd Marchant\marchto01,439,41,80,121,-30,250,3.9,33,0,8,3,68,8,4,587,6654,223,399,1176,1207,2306,3040,1812,2353,3.9,61.56666666666666,27.516666666666666,39.15,113,62,540,41.58333333333333,0.06984667802385008,15.157175398633257,0.49349559378934116,0.43135054246165355,0.4350540216086435,65.46666666666667
Todd Simpson\simpsto01,51,0,3,3,-2,130,0.9,0,0,0,0,3,0,0,31,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.431372549019608,NaN,NaN,NaN,0
Todd White\whiteto02,377,76,146,222,-27,128,19.2,42,31,3,8,90,53,3,635,6349,102,108,1640,1639,2288,2791,1718,2145,5.9,60.65,30.766666666666666,35.9,189,89,542,43.11666666666667,0.11968503937007874,16.840848806366047,0.5001524855138761,0.450482378420949,0.4447320735179912,66.55
Tom Cavanagh\cavanto01,18,1,2,3,-1,4,0.1,1,0,0,0,2,0,0,9,145,6,4,27,33,106,119,82,89,9.25,96.5,67,33,7,5,23,21.45,0.1111111111111111,8.055555555555555,0.45,0.4711111111111111,0.47953216374269003,105.75
Tom Fitzgerald\fitzgto01,71,4,6,10,-10,40,-0.2,4,0,0,0,5,0,1,50,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,9.450704225352112,NaN,NaN,NaN,0
Tom Gilbert\gilbeto01,655,45,178,223,-40,198,40,30,14,1,4,123,48,7,741,14068,1176,437,0,0,9594,10300,7157,7621,7.2272727272727275,82.75454545454545,44.59090909090909,46.31818181818182,222,503,1605,40.154545454545456,0.06072874493927125,21.477862595419847,NaN,0.48225595656982007,0.4843009879550683,89.98181818181818
Tom Kostopoulos\kostoto01,551,51,80,131,-29,647,6,41,3,7,3,75,1,4,669,6819,217,715,69,152,3737,3911,2735,2862,4.6875,68.8875,36.5125,38.4875,120,93,851,44.1625,0.07623318385650224,12.37568058076225,0.31221719457013575,0.4886244769874477,0.4886546364123638,73.575
Tom Kuhnhackl\kuhnhto01,232,18,36,54,2,60,3.3,15,0,3,3,31,1,4,222,2583,187,387,4,17,1722,2107,1253,1472,7.859999999999999,91.7,39.62,60.379999999999995,38,48,372,59.379999999999995,0.08108108108108109,11.133620689655173,0.19047619047619047,0.44972577696526506,0.45981651376146787,99.56
Tom Poti\potito01,381,20,122,142,47,270,25.5,10,10,0,4,66,54,2,500,8418,379,104,0,0,3693,3264,2735,2419,6.014285714285714,65.24285714285715,35.800000000000004,35.628571428571426,96,170,487,33.1,0.04,22.094488188976378,NaN,0.5308322552824494,0.5306558013193636,71.25714285714287
Tom Preissing\preisto01,257,29,84,113,38,66,21.2,16,13,0,3,41,42,1,364,4534,66,40,2,7,1274,1280,970,1025,3.7,49.86,32.699999999999996,27.3,21,61,282,30.64,0.07967032967032966,17.642023346303503,0.2222222222222222,0.4988253719655442,0.48621553884711777,53.56
Tom Pyatt\pyattto01,445,43,58,101,-41,71,3.6,41,1,1,6,53,0,5,522,5932,393,255,544,628,4003,5180,2993,3608,6.925,91.8125,43.6,56.4,126,84,855,60.3,0.08237547892720307,13.330337078651686,0.4641638225255973,0.43591418926276815,0.453416149068323,98.7375
Tom Sestito\sestito01,154,10,11,21,-21,499,0.9,8,2,0,1,10,1,0,61,1009,23,274,7,11,717,923,542,682,8.411111111111111,93.87777777777778,46,54.01111111111111,15,15,104,NA,0.16393442622950818,6.5519480519480515,0.3888888888888889,0.4371951219512195,0.44281045751633985,102.28888888888889
Tom Wandell\wandeto01,229,20,23,43,-9,52,2,20,0,0,5,21,1,1,319,2585,134,182,649,820,2098,1931,1522,1409,5.1,93.46,51.22,48.78,120,81,610,53.08,0.06269592476489028,11.2882096069869,0.44179714091218514,0.5207247455944403,0.5192766973729103,98.55999999999999
Tom Wilson\wilsoto01,522,78,110,188,30,1027,16.2,65,9,4,9,102,6,2,743,7135,290,1597,85,117,5544,5667,4063,4214,9.642857142857142,91.25714285714285,51.81428571428572,48.18571428571428,197,190,1319,56.67142857142857,0.10497981157469717,13.668582375478927,0.4207920792079208,0.4945143162964945,0.49087833756191857,100.89999999999999
Tomas Fleischmann\fleisto01,657,137,198,335,-43,200,32.1,106,29,2,23,134,63,1,1300,10283,147,323,324,443,7508,7144,5600,5437,7.181818181818182,74.0909090909091,44.11818181818182,37.7,319,224,2236,45.77272727272727,0.10538461538461538,15.65144596651446,0.42242503259452413,0.5124215124215125,0.5073842529672918,81.27272727272728
Tomas Hertl\hertlto01,453,132,148,280,-1,135,30.8,99,29,4,25,122,23,3,1013,7678,308,474,2194,1995,6653,5613,4761,4002,9.785714285714285,88.51428571428572,50.642857142857146,49.357142857142854,254,248,1821,55.8,0.13030602171767028,16.94922737306843,0.5237526856051563,0.5423936083482798,0.5433070866141733,98.30000000000001
Tomas Holmstrom\holmsto01,485,147,147,294,44,382,34.9,71,76,0,28,93,54,0,881,7182,34,312,5,7,3853,2713,2951,2143,5.385714285714286,65.67142857142858,41.72857142857143,29.7,81,138,934,42.98571428571429,0.16685584562996594,14.808247422680413,0.4166666666666667,0.5868108437404813,0.5793089909697684,71.05714285714286
Tomas Hyka\hykato01,27,2,5,7,0,2,0.4,2,0,0,0,2,3,0,37,321,8,12,1,1,315,227,217,172,7.05,91.4,58.7,41.3,14,11,67,60.9,0.05405405405405406,11.88888888888889,0.5,0.5811808118081181,0.5578406169665809,98.45
