Year,Round,Overall,Team,Player,Nat.,Pos,PosSimp,Age,To,YrsPlayed,AmateurTeam,AmateurLeague,GP,G,A,PTS,PlusMinus,PIM,Gpgoalie,Wgoalie,Lgoalie,TOTSOlossgoalie,SavePercgoalie,GAAgoalie,PS
2005,5,139,Los Angeles Kings,Patrik Hersley\herslpa01,SE,D,D,19,2005,0,Malmo Jr. (Sweden-Jr.),SwedenJr,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,5,140,San Jose Sharks,Taylor Dakers\dakerta01,CA,G,G,19,2005,0,Kootenay (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,5,141,Anaheim Ducks,Brian Salcido\salcibr01,US,D,D,20,2009,4,Colorado College (WCHA),NCAA,2,0,1,1,2,0,0,0,0,0,0,0,0.3
2005,5,142,Buffalo Sabres,Nathan Gerbe\gerbena01,US,C,C,18,2020,15,U.S. National U-18 (USNTDP),USNTDP,426,62,86,148,-29,194,0,0,0,0,0,0,12.4
2005,5,143,Washington Capitals,Daren Machesney\macheda01,CA,G,G,18,2005,0,Brampton (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,5,144,New York Islanders,Masi Marjamaki\marjama01,FI,RW,W,20,2006,1,Moose Jaw (WHL),WHL,1,0,0,0,0,0,0,0,0,0,0,0,0
2005,5,145,Carolina Hurricanes,Tim Kunes\kunesti01,US,D,D,18,2005,0,N.E. Jr. Falcons (EJHL),EJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,5,146,Dallas Stars,Tom Wandell\wandeto01,SE,C,C,18,2013,8,Sodertalje Jr. (Sweden-Jr.),SwedenJr,229,20,23,43,-9,52,0,0,0,0,0,0,1.9
2005,5,147,New York Rangers,Trevor Koverko\kovertr01,CA,D,D,18,2005,0,Owen Sound (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,5,148,Phoenix Coyotes,Anton Krysanov\krysaan01,RU,C,C,18,2005,0,Lada Togliatti 2 (Russia-3),Russia3,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,5,149,San Jose Sharks,Derek Joslin\joslide01,CA,D,D,18,2013,8,Ottawa (OHL),OHL,116,4,12,16,-14,63,0,0,0,0,0,0,2.4
2005,5,150,Nashville Predators,Cal O'Reilly\oreilca01,CA,C,C,18,2018,13,Windsor (OHL),OHL,145,16,33,49,-11,14,0,0,0,0,0,0,3.4
2005,5,151,Detroit Red Wings,Jeff May\mayje01,CA,D,D,18,2005,0,Prince Albert (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,5,152,Philadelphia Flyers,Josh Beaulieu\beauljo01,CA,RW,W,18,2005,0,London (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,5,153,Toronto Maple Leafs,Alex Berry\berryal01,US,RW,W,19,2005,0,Junior Bruins (EJHL),EJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,5,154,Boston Bruins,Wacey Rabbit\rabbiwa01,CA,C,C,18,2005,0,Saskatoon (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,5,155,New Jersey Devils,Mark Fayne\faynema01,US,D,D,18,2017,12,Nobles (High-MA),High,389,17,48,65,-19,131,0,0,0,0,0,0,17
2005,5,156,St. Louis Blues,Ryan Reaves\reavery01,CA,RW,W,18,2020,15,Brandon (WHL),WHL,649,48,48,96,-15,910,0,0,0,0,0,0,5.7
2005,5,157,Edmonton Oilers,Fredrik Pettersson\pettefr01,SE,LW,W,18,2005,0,Vastra Frolunda Jr. (Sweden-Jr.),SwedenJr,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,5,158,Calgary Flames,Matt Keetley\keetlma01,CA,G,G,19,2008,3,Medicine Hat (WHL),WHL,1,0,0,0,0,0,1,0,0,0,1,0,0
2005,5,159,Carolina Hurricanes,Risto Korhonen\korhori01,FI,D,D,18,2005,0,Karpat Oulu Jr. (Finland-Jr.),FinlandJr,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,5,160,Dallas Stars,Matt Watkins\watkima01,CA,RW,W,18,2012,7,Vernon (BCHL),BCHL,1,0,0,0,-1,0,0,0,0,0,0,0,-0.1
2005,5,161,Florida Panthers,Brian Foster\fostebr01,US,G,G,18,2012,7,N.H. Jr. Monarchs (EJHL),EJHL,1,0,0,0,0,0,1,0,0,0,1,0,0
2005,5,162,San Jose Sharks,P.J. Fenton\fentop.01,US,LW,W,20,2005,0,Massachusetts (H-East),NCAA,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,6,163,Tampa Bay Lightning,Marek Kvapil\kvapima01,CZ,RW,W,20,2005,0,Saginaw (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,6,164,Florida Panthers,Roman Derlyuk\derlyro01,RU,D,D,18,2005,0,Spartak St. Petersburg (Russia-2),Russia2,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,6,165,Tampa Bay Lightning,Kevin Beech\beechke01,CA,G,G,18,2005,0,Sudbury (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,6,166,Colorado Avalanche,Jason Lynch\lynchja02,CA,D,D,18,2005,0,Spokane (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,6,167,Chicago Blackhawks,Joe Fallon\fallojo01,US,G,G,20,2005,0,Vermont (ECAC),NCAA,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,6,168,Colorado Avalanche,Justin Mercier\merciju01,US,C,C,18,2010,5,U.S. National U-18 (USNTDP),USNTDP,9,1,1,2,2,0,0,0,0,0,0,0,0.3
2005,6,169,St. Louis Blues,Mike Gauthier\gauthmi01,CA,D,D,18,2005,0,Prince Albert (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,6,170,New Jersey Devils,Sean Zimmerman\zimmese01,US,D,D,18,2005,0,Spokane (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,6,171,St. Louis Blues,Nick Drazenovic\drazeni01,CA,C,C,18,2014,9,Prince George (WHL),WHL,12,0,0,0,-6,6,0,0,0,0,0,0,-0.4
2005,6,172,Boston Bruins,Lukas Vantuch\vantulu01,CZ,RW,W,18,2005,0,Liberec Jr. (Czech-Jr.),CzechJr,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,6,173,Toronto Maple Leafs,Johan Dahlberg\dahlbjo01,SE,LW,W,18,2005,0,MoDo Ornskoldsvik Jr. (Sweden-Jr.),SwedenJr,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,6,174,Philadelphia Flyers,John Flatters\flattjo01,CA,D,D,18,2005,0,Red Deer (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,6,175,Detroit Red Wings,Juho Mielonen\mieloju01,FI,D,D,18,2005,0,Ilves Tampere Jr. (Finland-Jr.),FinlandJr,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,6,176,Nashville Predators,Ryan Maki\makiry01,US,RW,W,20,2005,0,Harvard (ECAC),NCAA,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,6,177,Columbus Blue Jackets,Derek Reinhart\reinhde01,CA,D,D,18,2005,0,Regina (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,6,178,New York Rangers,Greg Beller\bellegr01,CA,W,W,18,2005,0,Lake of the Woods (High-MN),High,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,6,179,Calgary Flames,Brett Sutter\suttebr04,CA,LW,W,18,2015,10,Kootenay (WHL),WHL,60,2,8,10,-9,40,0,0,0,0,0,0,0.1
2005,6,180,New York Islanders,Tyrell Mason\masonty01,CA,D,D,19,2005,0,Salmon Arm (BCHL),BCHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,6,181,Washington Capitals,Tim Kennedy\kenneti01,US,LW,W,19,2014,9,Sioux City (USHL),USHL,162,15,24,39,-17,60,0,0,0,0,0,0,1.8
2005,6,182,Buffalo Sabres,Adam Dennis\denniad01,CA,G,G,20,2005,0,London (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,6,183,San Jose Sharks,Will Colbert\colbewi01,CA,D,D,20,2005,0,Ottawa (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,6,184,Los Angeles Kings,Ryan McGinnis\mcginry01,US,D,D,18,2005,0,Plymouth (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,6,185,Vancouver Canucks,Kris Fredheim\fredhkr01,CA,D,D,18,2012,7,Notre Dame (SJHL),SJHL,3,0,0,0,-2,2,0,0,0,0,0,0,-0.1
2005,6,186,Ottawa Senators,Dmitri Megalinsky\megaldm01,RU,D,D,20,2005,0,Lokomotiv Yaroslavl 2 (Russia-3),Russia3,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,6,187,Atlanta Thrashers,Andrei Zubarev\zubaran01,RU,D,D,18,2011,6,Salavat Yulayev Ufa 2 (Russia-3),Russia3,4,0,1,1,-4,4,0,0,0,0,0,0,-0.2
2005,6,188,Chicago Blackhawks,Joe Charlebois\charljo01,US,D,D,19,2005,0,Sioux City (USHL),USHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,6,189,Columbus Blue Jackets,Kirill Starkov\starkki01,RU,C,C,18,2005,0,Vastra Frolunda Jr. (Sweden-Jr.),SwedenJr,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,6,190,Montreal Canadiens,Matt D'Agostini\dagosma01,CA,RW,W,18,2014,9,Guelph (OHL),OHL,324,52,55,107,-32,147,0,0,0,0,0,0,9.4
2005,6,191,Buffalo Sabres,Vyacheslav Buravchikov\buravvy01,RU,D,D,18,2005,0,Krylja Sovetov (Russia),Russia,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,6,192,Carolina Hurricanes,Nicolas Blanchard\blancni01,CA,LW,W,18,2013,8,Chicoutimi (QMJHL),QMJHL,9,0,0,0,-2,20,0,0,0,0,0,0,-0.2
2005,6,193,San Jose Sharks,Tony Lucia\luciato01,US,LW,W,18,2005,0,Wayzata (High-MN),High,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,6,194,Pittsburgh Penguins,Jean-Philippe Paquet\paqueje01,CA,D,D,18,2005,0,Shawinigan (QMJHL),QMJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,195,Pittsburgh Penguins,Joe Vitale\vitaljo01,US,C,C,20,2016,11,Sioux Falls (USHL),USHL,234,11,33,44,-24,156,0,0,0,0,0,0,0.8
2005,7,196,New York Islanders,Nick Tuzzolino\tuzzoni01,US,D,D,19,2005,0,Sarnia (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,197,Anaheim Ducks,Jean-Philippe Levasseur\levasje02,CA,G,G,18,2005,0,Rouyn Noranda (QMJHL),QMJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,198,Carolina Hurricanes,Kyle Lawson\lawsoky01,US,D,D,18,2005,0,U.S. National U-18 (USNTDP),USNTDP,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,199,Minnesota Wild,Riley Emmerson\emmerri01,CA,RW,W,19,2005,0,Tri-City (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,200,Montreal Canadiens,Sergei Kostitsyn\kostise01,BY,LW,W,18,2013,8,Gomel (Belarus-Jr.),Belarus,353,67,109,176,23,188,0,0,0,0,0,0,18.3
2005,7,201,Columbus Blue Jackets,Trevor Hendrikx\hendrtr01,CA,D,D,20,2005,0,Peterborough (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,202,Chicago Blackhawks,David Kuchejda\kucheda01,CZ,RW,W,18,2005,0,Ceske Budejovice Jr. (Czech-Jr.),CzechJr,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,203,Chicago Blackhawks,Adam Hobson\hobsoad01,SE,C,C,18,2005,0,Spokane (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,204,Ottawa Senators,Colin Greening\greenco01,CA,C,C,19,2016,11,Upper Canada College,High,286,45,57,102,-19,150,0,0,0,0,0,0,8.2
2005,7,205,Vancouver Canucks,Mario Bliznak\bliznma01,SK,C,C,18,2011,6,Dubnica,SlovakiaJr,6,1,0,1,-1,0,0,0,0,0,0,0,0.1
2005,7,206,Los Angeles Kings,Josh Meyers\meyerjo01,US,D,D,19,2005,0,Sioux City (USHL),USHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,207,Atlanta Thrashers,Myles Stoesz\stoesmy01,CA,LW,W,18,2005,0,Spokane (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,208,Buffalo Sabres,Matt Generous\generma01,US,D,D,20,2005,0,N.E. Jr. Falcons (EJHL),EJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,209,Washington Capitals,Viktor Dovgan\dovgavi01,RU,D,D,18,2005,0,CSKA Moscow 2 (Russia),Russia,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,210,New York Islanders,Luciano Aquino\aquinlu01,CA,C,C,20,2005,0,Brampton (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,211,New York Rangers,Ryan Russell\russery01,CA,C,C,18,2012,7,Kootenay (WHL),WHL,41,2,0,2,-7,2,0,0,0,0,0,0,-0.7
2005,7,212,Phoenix Coyotes,Pat Brosnihan\brosnpa01,US,RW,W,19,2005,0,Worcester Academy (High-MA),High,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,213,Nashville Predators,Scott Todd\toddsc01,CA,D,D,18,2005,0,Windsor (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,214,Detroit Red Wings,Bretton Stamler\stamlbr01,CA,D,D,18,2005,0,Seattle (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,215,Philadelphia Flyers,Matt Clackson\clackma01,CA,LW,W,20,2005,0,Chicago (USHL),USHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,216,Toronto Maple Leafs,Anton Stralman\stralan01,SE,D,D,19,2020,15,Skovde (Sweden),Sweden,818,52,209,261,66,265,0,0,0,0,0,0,51.4
2005,7,217,Boston Bruins,Brock Bradford\bradfbr01,CA,C,C,18,2005,0,Omaha (USHL),USHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,218,New Jersey Devils,Alexander Sundstrom\sundsal01,CA,C,C,18,2005,0,Bjorkloven (Sweden-2),Sweden2,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,219,St. Louis Blues,Nikolai Lemtyugov\lemtyni01,RU,RW,W,19,2005,0,CSKA Moscow (Russia),Russia,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,220,Edmonton Oilers,Matthew Glasser\glassma01,CA,LW,W,18,2005,0,Fort McMurray (AJHL),AJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,221,Calgary Flames,Myles Rumsey\rumsemy01,CA,D,D,18,2005,0,Swift Current (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,222,Colorado Avalanche,Kyle Cumiskey\cumisky01,CA,D,D,18,2015,10,Kelowna (WHL),WHL,139,9,26,35,-9,48,0,0,0,0,0,0,5.7
2005,7,223,Dallas Stars,Pat McGann\mcganpa01,US,G,G,18,2005,0,Team Illinois (MWEHL),MWEHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,224,Florida Panthers,Zach Bearson\bearsza01,US,RW,W,18,2005,0,Waterloo (USHL),USHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,225,Tampa Bay Lightning,John Wessbecker\wessbjo01,US,D,D,19,2005,0,Blake (High-MN),High,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,226,Los Angeles Kings,John Seymour\seymojo01,CA,LW,W,18,2005,0,Brampton (OHL),OHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,227,Buffalo Sabres,Andrew Orpik\orpikan01,US,RW,W,19,2005,0,Thayer Academy (High-MA),High,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,228,Toronto Maple Leafs,Chad Rau\rauch01,US,C,C,18,2012,7,Des Moines (USHL),USHL,9,2,0,2,-1,0,0,0,0,0,0,0,0.3
2005,7,229,Montreal Canadiens,Philippe Paquet\paqueph01,CA,D,D,18,2005,0,Salisbury (High-CT),High,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,7,230,Nashville Predators,Patric Hornqvist\hornqpa01,SE,RW,W,18,2020,15,Vasby,Sweden,770,238,242,480,86,395,0,0,0,0,0,0,59.9
2006,1,1,St. Louis Blues,Erik Johnson\johnser01,US,D,D,18,2020,14,U.S. National U-18 (USNTDP),USNTDP,776,80,223,303,-29,476,0,0,0,0,0,0,54.2
2006,1,2,Pittsburgh Penguins,Jordan Staal\staaljo01,CA,C,C,18,2020,14,Peterborough (OHL),OHL,961,225,312,537,41,475,0,0,0,0,0,0,53.7
2006,1,3,Chicago Blackhawks,Jonathan Toews\toewsjo01,CA,C,C,18,2020,14,U. of North Dakota (WCHA),NCAA,943,345,470,815,193,525,0,0,0,0,0,0,99.1
2006,1,4,Washington Capitals,Nicklas Backstrom\backsni02,SE,C,C,18,2020,14,Brynas Gavle (Sweden),Sweden,956,243,684,927,119,462,0,0,0,0,0,0,97
2006,1,5,Boston Bruins,Phil Kessel\kesseph01,US,RW,W,18,2020,14,Minnesota (WCHA),NCAA,1066,371,490,861,-107,320,0,0,0,0,0,0,95
2006,1,6,Columbus Blue Jackets,Derick Brassard\brassde01,CA,C,C,18,2020,14,Drummondville (QMJHL),QMJHL,852,186,297,483,-25,407,0,0,0,0,0,0,48.6
2006,1,7,New York Islanders,Kyle Okposo\okposky01,US,RW,W,18,2020,14,Des Moines (USHL),USHL,800,196,310,506,-113,443,0,0,0,0,0,0,49.1
2006,1,8,Phoenix Coyotes,Peter Mueller\muellpe01,US,C,C,18,2013,7,Everett (WHL),WHL,297,63,97,160,-35,98,0,0,0,0,0,0,15.1
2006,1,9,Minnesota Wild,James Sheppard\sheppja01,CA,C,C,18,2015,9,Cape Breton (QMJHL),QMJHL,394,23,68,91,-38,192,0,0,0,0,0,0,3
2006,1,10,Florida Panthers,Michael Frolik\frolimi01,CZ,LW,W,18,2020,14,Poldi Kladno (Czech),Czech,850,159,225,384,22,317,0,0,0,0,0,0,36.5
2006,1,11,Los Angeles Kings,Jonathan Bernier\bernijo01,CA,G,G,18,2020,14,Lewiston (QMJHL),QMJHL,370,0,8,8,0,14,370,152,148,38,0.912,2.76,62.1
2006,1,12,Atlanta Thrashers,Bryan Little\littlbr01,CA,RW,W,18,2020,14,Barrie (OHL),OHL,843,217,304,521,-15,293,0,0,0,0,0,0,52.6
2006,1,13,Toronto Maple Leafs,Jiri Tlusty\tlustji01,CZ,C,C,18,2016,10,Poldi Kladno (Czech),Czech,446,89,88,177,-12,126,0,0,0,0,0,0,19.2
2006,1,14,Vancouver Canucks,Michael Grabner\grabnmi01,AT,RW,W,18,2020,14,Spokane (WHL),WHL,640,175,101,276,18,110,0,0,0,0,0,0,34.8
2006,1,15,Tampa Bay Lightning,Riku Helenius\helenri01,FI,G,G,18,2009,3,Ilves Tampere ( ),Finland,1,0,0,0,0,0,1,0,0,0,1,0,0
2006,1,16,San Jose Sharks,Ty Wishart\wishaty01,CA,D,D,18,2012,6,Prince George (WHL),WHL,26,1,5,6,5,10,0,0,0,0,0,0,1.6
2006,1,17,Los Angeles Kings,Trevor Lewis\lewistr01,US,C,C,19,2020,14,Des Moines (USHL),USHL,674,70,93,163,-43,171,0,0,0,0,0,0,9.6
2006,1,18,Colorado Avalanche,Chris Stewart\stewach02,CA,RW,W,18,2020,14,Kingston (OHL),OHL,668,160,162,322,-52,750,0,0,0,0,0,0,35.5
2006,1,19,Anaheim Ducks,Mark Mitera\miterma01,US,D,D,18,2006,0,Michigan (CCHA),NCAA,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,1,20,Montreal Canadiens,David Fischer\fischda01,US,D,D,18,2006,0,Apple Valley (High-MN),High,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,1,21,New York Rangers,Bobby Sanguinetti\sangubo01,US,D,D,18,2013,7,Owen Sound (OHL),OHL,45,2,4,6,-6,8,0,0,0,0,0,0,0.8
2006,1,22,Philadelphia Flyers,Claude Giroux\giroucl01,CA,RW,W,18,2020,14,Gatineau (QMJHL),QMJHL,889,257,558,815,43,380,0,0,0,0,0,0,86.8
2006,1,23,Washington Capitals,Semyon Varlamov\varlasi01,RU,G,G,18,2020,14,Lokomotiv Yaroslavl 2 (Russia-3),Russia3,493,0,7,7,0,22,493,232,183,56,0.915,2.67,92.1
2006,1,24,Buffalo Sabres,Dennis Persson\perssde01,SE,D,D,18,2006,0,Vasteras (Sweden-2),Sweden2,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,1,25,St. Louis Blues,Patrik Berglund\berglpa01,SE,C,C,18,2019,13,Vasteras (Sweden-2),Sweden2,717,170,156,326,5,248,0,0,0,0,0,0,36.5
2006,1,26,Calgary Flames,Leland Irving\irvinle01,CA,G,G,18,2013,7,Everett (WHL),WHL,13,0,1,1,0,0,13,3,4,4,0.902,3.25,1.8
2006,1,27,Dallas Stars,Ivan Vishnevskiy\vishniv01,RU,D,D,18,2010,4,Rouyn-Noranda (QMJHL),QMJHL,5,0,2,2,-1,2,0,0,0,0,0,0,0.2
2006,1,28,Ottawa Senators,Nick Foligno\foligni01,US,LW,W,18,2020,14,Sudbury (OHL),OHL,908,196,270,466,-2,737,0,0,0,0,0,0,47.5
2006,1,29,Phoenix Coyotes,Chris Summers\summech01,US,D,D,18,2016,10,U.S. National U-18 (USNTDP),USNTDP,70,2,7,9,-24,51,0,0,0,0,0,0,0.1
2006,1,30,New Jersey Devils,Matthew Corrente\correma01,CA,D,D,18,2011,5,Saginaw (OHL),OHL,34,0,6,6,-5,68,0,0,0,0,0,0,0.9
2006,2,31,St. Louis Blues,Tomas Kana\kanato01,CZ,C,C,18,2010,4,Vitkovice ( ),Czech,6,0,2,2,2,2,0,0,0,0,0,0,0.2
2006,2,32,Pittsburgh Penguins,Carl Sneep\sneepca01,US,D,D,18,2012,6,Brainerd (High-MN),High,1,0,1,1,1,0,0,0,0,0,0,0,0.2
2006,2,33,Chicago Blackhawks,Igor Makarov\makarig01,RU,RW,W,18,2006,0,Krylja Sovetov ( ),Russia2,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2,34,Washington Capitals,Michal Neuvirth\neuvimi01,CZ,G,G,18,2019,13,Sparta Praha Jr. ( ),CzechJr,257,0,4,4,0,6,257,105,93,26,0.91,2.71,39.3
2006,2,35,Washington Capitals,Francois Bouchard\bouchfr02,CA,RW,W,18,2006,0,Baie-Comeau (QMJHL),QMJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2,36,San Jose Sharks,Jamie McGinn\mcginja01,CA,LW,W,18,2019,13,Ottawa (OHL),OHL,617,117,103,220,-83,267,0,0,0,0,0,0,19.5
2006,2,37,Boston Bruins,Yury Alexandrov\alexayu01,RU,D,D,18,2006,0,Cherepovets ( ),Russia,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2,38,Anaheim Ducks,Bryce Swan\swanbr01,CA,C,C,18,2006,0,Halifax (QMJHL),QMJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2,39,Philadelphia Flyers,Andreas Nodl\nodlan01,AT,RW,W,19,2013,7,Sioux Falls (USHL),USHL,183,15,21,36,-9,28,0,0,0,0,0,0,1.2
2006,2,40,Minnesota Wild,Ondrej Fiala\fialaon01,CZ,C,C,18,2006,0,Everett (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2,41,Detroit Red Wings,Cory Emmerton\emmerco01,CA,C,C,18,2014,8,Kingston (OHL),OHL,139,12,9,21,-1,22,0,0,0,0,0,0,1.4
2006,2,42,Philadelphia Flyers,Mike Ratchuk\ratchmi01,US,D,D,18,2006,0,U.S. National U-18 (USNTDP),USNTDP,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2,43,Atlanta Thrashers,Riley Holzapfel\holzari01,CA,C,C,18,2006,0,Moose Jaw (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2,44,Toronto Maple Leafs,Nikolai Kulemin\kulemni01,RU,LW,W,20,2018,12,Magnitogorsk (Russia),Russia,669,121,153,274,15,173,0,0,0,0,0,0,25.5
2006,2,45,Edmonton Oilers,Jeff Petry\petryje01,US,D,D,18,2020,14,Des Moines (USHL),USHL,680,69,184,253,-116,269,0,0,0,0,0,0,39.7
2006,2,46,Buffalo Sabres,Jhonas Enroth\enrotjh01,SE,G,G,18,2017,11,Sodertalje (Sweden),Sweden,153,0,0,0,0,2,153,50,69,16,0.909,2.84,24
2006,2,47,Detroit Red Wings,Shawn Matthias\matthsh01,CA,C,C,18,2018,12,Belleville (OHL),OHL,551,90,84,174,-42,180,0,0,0,0,0,0,15.9
2006,2,48,Los Angeles Kings,Joe Ryan\ryanjo01,US,D,D,18,2006,0,Quebec (QMJHL),QMJHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2,49,Montreal Canadiens,Ben Maxwell\maxwebe01,CA,C,C,18,2012,6,Kootenay (WHL),WHL,47,2,6,8,-6,19,0,0,0,0,0,0,0.1
2006,2,50,Boston Bruins,Milan Lucic\lucicmi01,CA,LW,W,18,2020,14,Vancouver (WCHL),WCHL,958,206,315,521,90,1126,0,0,0,0,0,0,57.3
2006,2,51,Colorado Avalanche,Nigel Williams\willini01,US,D,D,18,2006,0,U.S. National U-18 (USNTDP),USNTDP,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2,52,Washington Capitals,Keith Seabrook\seabrke01,CA,D,D,18,2006,0,Burnaby (BCHL),BCHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2,53,Montreal Canadiens,Mathieu Carle\carlema02,CA,D,D,18,2010,4,Acadie-Bathurst (QMJHL),QMJHL,3,0,0,0,1,4,0,0,0,0,0,0,0.1
2006,2,54,New York Rangers,Artem Anisimov\anisiar01,RU,C,C,18,2020,14,Lokomotiv Yaroslavl 2 (Russia-3),Russia3,752,178,189,367,-18,212,0,0,0,0,0,0,38
2006,2,55,Philadelphia Flyers,Denis Bodrov\bodrode01,RU,D,D,20,2006,0,Lada Togliatti (KHL),KHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2,56,Nashville Predators,Blake Geoffrion\geoffbl01,US,C,C,18,2012,6,U.S. National U-18 (USNTDP),USNTDP,55,8,5,13,3,34,0,0,0,0,0,0,1.5
2006,2,57,Buffalo Sabres,Mike Weber\webermi01,US,D,D,18,2016,10,Windsor (OHL),OHL,351,9,44,53,-43,437,0,0,0,0,0,0,10.2
2006,2,58,New Jersey Devils,Alexander Vasyunov\vasyual01,RU,LW,W,18,2011,5,Lokomotiv Yaroslavl 2 (Russia-3),Russia3,18,1,4,5,0,0,0,0,0,0,0,0,0.4
2006,2,59,Colorado Avalanche,Codey Burki\burkico01,CA,C,C,18,2006,0,Brandon (WHL),WHL,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2,60,New York Islanders,Jesse Joensuu\joensje01,FI,LW,W,18,2015,9,Assat Pori ( ),Finland,129,13,11,24,-25,77,0,0,0,0,0,0,0.7
2006,2,61,Chicago Blackhawks,Simon Danis-Pepin\danissi01,CA,D,D,18,2006,0,U. Of Maine ( ),NCAA,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,2,62,Detroit Red Wings,Dick Axelsson\axelsdi01,SE,W,W,19,2006,0,Huddinge ( ),Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0
